"","year","length"
"9001",1996,76
"9002",1948,8
"9003",1967,7
"9004",1927,82
"9005",1939,72
"9006",1979,89
"9007",1934,88
"9008",1949,8
"9009",1978,104
"9010",1978,98
"9011",2003,82
"9012",1958,108
"9013",2001,4
"9014",2004,15
"9015",1959,6
"9016",1985,94
"9017",1997,91
"9018",1965,6
"9019",2001,114
"9020",1931,7
"9021",1959,6
"9022",1941,8
"9023",1934,102
"9024",1966,87
"9025",1953,6
"9026",1953,64
"9027",1980,94
"9028",1988,84
"9029",1967,84
"9030",1977,95
"9031",2000,6
"9032",1989,106
"9033",2002,141
"9034",1974,97
"9035",2004,91
"9036",1965,91
"9037",1947,7
"9038",1987,88
"9039",1970,122
"9040",2000,80
"9041",1990,95
"9042",2003,79
"9043",1950,10
"9044",1901,1
"9045",1949,86
"9046",1956,92
"9047",1963,105
"9048",1970,83
"9049",1999,119
"9050",1975,100
"9051",1934,95
"9052",1997,91
"9053",1999,13
"9054",1979,90
"9055",1971,101
"9056",1993,90
"9057",1990,90
"9058",1946,65
"9059",1991,100
"9060",2001,87
"9061",1953,7
"9062",1954,7
"9063",1997,75
"9064",1965,7
"9065",2003,84
"9066",1991,98
"9067",1976,105
"9068",1981,97
"9069",1951,77
"9070",1897,1
"9071",1958,83
"9072",1963,90
"9073",1951,69
"9074",1954,88
"9075",1936,58
"9076",1952,71
"9077",2004,84
"9078",1969,97
"9079",1953,7
"9080",1966,6
"9081",1996,95
"9082",2004,104
"9083",1991,9
"9084",1977,88
"9085",1970,78
"9086",1977,130
"9087",1949,88
"9088",1987,113
"9089",1996,110
"9090",1989,76
"9091",1985,73
"9092",1985,76
"9093",1986,78
"9094",1987,74
"9095",1988,78
"9096",1988,75
"9097",1991,35
"9098",1931,68
"9099",1998,97
"9100",1908,10
"9101",1914,33
"9102",1941,82
"9103",1914,16
"9104",1994,93
"9105",2004,9
"9106",1951,74
"9107",2000,95
"9108",2004,87
"9109",2003,120
"9110",1975,100
"9111",1964,82
"9112",1933,110
"9113",1946,8
"9114",1943,11
"9115",1940,9
"9116",1936,59
"9117",2002,88
"9118",2002,117
"9119",1960,75
"9120",1969,90
"9121",1948,90
"9122",2001,147
"9123",1959,92
"9124",1984,100
"9125",1982,70
"9126",1963,77
"9127",1951,78
"9128",1951,75
"9129",1961,98
"9130",2004,101
"9131",1985,85
"9132",1981,91
"9133",1950,7
"9134",2001,105
"9135",2005,80
"9136",1966,92
"9137",1983,93
"9138",1997,12
"9139",1974,104
"9140",1984,115
"9141",2004,77
"9142",1960,104
"9143",1985,97
"9144",1953,75
"9145",2001,87
"9146",2000,87
"9147",1975,113
"9148",1977,120
"9149",1997,85
"9150",1940,6
"9151",1936,95
"9152",1955,102
"9153",2002,4
"9154",1971,82
"9155",1994,180
"9156",1998,113
"9157",1996,109
"9158",1988,103
"9159",1955,77
"9160",2000,109
"9161",1989,40
"9162",1988,77
"9163",1990,85
"9164",2003,20
"9165",1995,95
"9166",1955,6
"9167",1981,110
"9168",2004,94
"9169",1995,102
"9170",2002,47
"9171",1996,110
"9172",1999,105
"9173",2004,72
"9174",1996,91
"9175",1957,122
"9176",1954,120
"9177",1999,97
"9178",1993,101
"9179",1993,106
"9180",1989,80
"9181",1942,87
"9182",1998,109
"9183",1916,38
"9184",1983,171
"9185",1981,152
"9186",1952,95
"9187",1995,110
"9188",1944,3
"9189",1984,95
"9190",1998,28
"9191",1965,95
"9192",1964,122
"9193",1946,102
"9194",1989,5
"9195",1992,91
"9196",2001,88
"9197",1996,86
"9198",1997,55
"9199",1974,91
"9200",1982,90
"9201",1971,18
"9202",2004,90
"9203",1965,85
"9204",1984,100
"9205",2000,107
"9206",1933,72
"9207",1932,58
"9208",1989,176
"9209",1998,108
"9210",1981,82
"9211",1993,112
"9212",1962,14
"9213",2001,95
"9214",1994,72
"9215",1982,86
"9216",2000,88
"9217",1983,108
"9218",1970,140
"9219",2000,12
"9220",2001,8
"9221",1973,92
"9222",1994,74
"9223",1964,105
"9224",1958,82
"9225",2003,80
"9226",2004,92
"9227",1991,105
"9228",1985,87
"9229",1999,107
"9230",2003,69
"9231",1958,104
"9232",1980,97
"9233",2003,18
"9234",2004,94
"9235",1969,105
"9236",1969,110
"9237",1967,111
"9238",1969,110
"9239",1967,86
"9240",2003,72
"9241",1955,83
"9242",1995,85
"9243",1997,87
"9244",2000,104
"9245",1953,92
"9246",1999,123
"9247",2001,92
"9248",1998,120
"9249",1992,127
"9250",1988,95
"9251",1989,91
"9252",2004,110
"9253",2004,143
"9254",1981,92
"9255",1979,90
"9256",1982,81
"9257",1973,90
"9258",1975,95
"9259",1969,95
"9260",1996,91
"9261",1998,105
"9262",1994,102
"9263",1940,86
"9264",1966,63
"9265",1994,94
"9266",1969,157
"9267",2004,99
"9268",2001,90
"9269",1971,85
"9270",1930,8
"9271",1985,96
"9272",1950,90
"9273",1996,106
"9274",1980,92
"9275",1994,98
"9276",2000,96
"9277",1992,107
"9278",1957,64
"9279",2000,96
"9280",1984,100
"9281",1997,10
"9282",1990,109
"9283",1934,76
"9284",1965,65
"9285",1983,95
"9286",1993,99
"9287",1951,81
"9288",2004,82
"9289",1997,11
"9290",1963,107
"9291",1989,100
"9292",1998,95
"9293",1969,93
"9294",1957,12
"9295",1981,140
"9296",2003,111
"9297",1996,134
"9298",1964,106
"9299",1974,94
"9300",1984,152
"9301",1967,85
"9302",1986,86
"9303",1951,11
"9304",1949,76
"9305",1938,75
"9306",1960,101
"9307",1982,113
"9308",2003,167
"9309",1958,173
"9310",1968,103
"9311",1996,100
"9312",1966,80
"9313",1996,113
"9314",1962,102
"9315",2001,135
"9316",2000,26
"9317",2000,107
"9318",1978,94
"9319",1995,108
"9320",1989,94
"9321",1989,85
"9322",2004,108
"9323",1983,88
"9324",1987,87
"9325",1979,121
"9326",2002,7
"9327",1928,86
"9328",1944,105
"9329",2002,87
"9330",1995,100
"9331",2003,20
"9332",1937,85
"9333",1986,82
"9334",1980,85
"9335",1950,99
"9336",1975,83
"9337",1949,99
"9338",2002,117
"9339",1915,33
"9340",1984,106
"9341",1998,99
"9342",1989,90
"9343",1997,93
"9344",1995,120
"9345",1982,80
"9346",1998,86
"9347",2002,73
"9348",1933,71
"9349",1943,65
"9350",1931,72
"9351",1989,108
"9352",2004,20
"9353",1971,85
"9354",1989,186
"9355",2005,166
"9356",1935,70
"9357",1932,71
"9358",1981,107
"9359",1982,90
"9360",1979,106
"9361",1927,69
"9362",2002,46
"9363",2001,101
"9364",1999,19
"9365",1969,93
"9366",1934,76
"9367",1969,98
"9368",1980,102
"9369",2003,19
"9370",1980,115
"9371",1969,93
"9372",2001,15
"9373",1997,95
"9374",2002,92
"9375",2002,99
"9376",1992,77
"9377",1936,20
"9378",1980,147
"9379",1996,104
"9380",2003,12
"9381",1999,92
"9382",2005,10
"9383",1981,85
"9384",1978,110
"9385",1978,108
"9386",1956,85
"9387",1976,95
"9388",1993,104
"9389",2000,95
"9390",1934,93
"9391",1974,95
"9392",2000,6
"9393",2000,20
"9394",1992,143
"9395",1959,119
"9396",1996,54
"9397",1972,56
"9398",1962,125
"9399",1966,82
"9400",1998,100
"9401",1979,124
"9402",1999,104
"9403",1993,97
"9404",1921,6
"9405",1953,83
"9406",1963,113
"9407",1984,5
"9408",1998,94
"9409",1972,91
"9410",1953,95
"9411",1954,73
"9412",1936,115
"9413",1968,139
"9414",1979,90
"9415",1935,72
"9416",1981,123
"9417",1994,6
"9418",2004,15
"9419",1998,78
"9420",1979,95
"9421",1969,93
"9422",1959,101
"9423",1977,93
"9424",1902,1
"9425",1956,92
"9426",1972,96
"9427",1973,111
"9428",1973,93
"9429",1930,88
"9430",1941,80
"9431",1940,72
"9432",1963,90
"9433",2004,94
"9434",1994,98
"9435",1980,94
"9436",1967,89
"9437",2002,100
"9438",1931,76
"9439",1981,97
"9440",1937,71
"9441",1939,72
"9442",1936,72
"9443",1937,71
"9444",1936,68
"9445",1936,70
"9446",1940,63
"9447",1944,67
"9448",1939,75
"9449",1935,72
"9450",1938,67
"9451",1934,79
"9452",1940,66
"9453",1935,72
"9454",1939,70
"9455",1941,60
"9456",1935,70
"9457",1944,65
"9458",1944,63
"9459",1937,68
"9460",1932,73
"9461",1934,70
"9462",1933,70
"9463",1940,77
"9464",1936,72
"9465",1938,100
"9466",1938,75
"9467",1938,96
"9468",1966,60
"9469",1939,65
"9470",2002,9
"9471",1974,105
"9472",1979,66
"9473",2004,93
"9474",2000,94
"9475",2003,107
"9476",1994,88
"9477",2003,115
"9478",1967,75
"9479",2003,132
"9480",1998,13
"9481",1981,96
"9482",2001,121
"9483",2002,85
"9484",1960,20
"9485",1986,94
"9486",1973,94
"9487",1968,103
"9488",2002,103
"9489",1979,83
"9490",1986,84
"9491",1972,102
"9492",1999,82
"9493",1929,85
"9494",2002,15
"9495",1984,90
"9496",1969,98
"9497",1994,9
"9498",1948,170
"9499",1960,75
"9500",1964,117
"9501",1957,87
"9502",1946,86
"9503",1966,133
"9504",1994,89
"9505",2003,3
"9506",1965,7
"9507",1938,75
"9508",1994,102
"9509",1934,20
"9510",1981,145
"9511",1998,75
"9512",1997,111
"9513",1927,21
"9514",2004,21
"9515",2001,91
"9516",1982,94
"9517",2001,101
"9518",2004,7
"9519",2000,21
"9520",2004,111
"9521",2003,81
"9522",1930,100
"9523",2000,104
"9524",1935,77
"9525",1986,90
"9526",1994,97
"9527",2000,120
"9528",2004,15
"9529",1992,114
"9530",2001,11
"9531",1969,81
"9532",1982,102
"9533",1990,94
"9534",1998,7
"9535",1964,74
"9536",1975,107
"9537",1975,92
"9538",1971,86
"9539",1991,96
"9540",1972,110
"9541",1975,100
"9542",1989,97
"9543",1984,102
"9544",2002,48
"9545",1960,102
"9546",1958,108
"9547",1936,68
"9548",1943,77
"9549",1977,73
"9550",1995,104
"9551",1974,120
"9552",1960,169
"9553",1999,90
"9554",1992,30
"9555",1992,100
"9556",1970,100
"9557",1973,103
"9558",1960,132
"9559",2001,11
"9560",1969,96
"9561",1997,88
"9562",1978,92
"9563",2002,10
"9564",1950,85
"9565",2003,98
"9566",1980,92
"9567",1915,59
"9568",1931,74
"9569",1930,82
"9570",1945,60
"9571",2001,80
"9572",1952,12
"9573",2002,90
"9574",1991,79
"9575",1972,19
"9576",1924,87
"9577",1986,91
"9578",1948,55
"9579",1930,77
"9580",1996,7
"9581",1990,91
"9582",1977,95
"9583",1962,110
"9584",2002,100
"9585",1956,86
"9586",1980,99
"9587",1984,82
"9588",2000,38
"9589",2003,94
"9590",1930,76
"9591",1977,84
"9592",2003,24
"9593",1987,89
"9594",2002,96
"9595",1978,85
"9596",1979,87
"9597",1973,84
"9598",1941,95
"9599",1946,7
"9600",1951,7
"9601",1957,7
"9602",2003,5
"9603",1989,83
"9604",1941,7
"9605",1999,61
"9606",2000,110
"9607",2002,90
"9608",2002,120
"9609",1992,93
"9610",1961,66
"9611",1961,81
"9612",1987,99
"9613",1929,68
"9614",1938,88
"9615",1975,87
"9616",1962,82
"9617",1984,89
"9618",1966,210
"9619",2001,109
"9620",1929,65
"9621",1980,107
"9622",2002,78
"9623",2004,101
"9624",1936,19
"9625",1965,140
"9626",2002,78
"9627",1960,83
"9628",1993,105
"9629",1988,90
"9630",1997,105
"9631",1999,81
"9632",2000,89
"9633",2000,119
"9634",2003,100
"9635",2003,92
"9636",2001,84
"9637",1993,110
"9638",2003,108
"9639",2004,16
"9640",1980,85
"9641",1963,85
"9642",1981,148
"9643",2002,99
"9644",1997,104
"9645",1970,139
"9646",2003,39
"9647",1990,99
"9648",1940,86
"9649",1937,55
"9650",1999,90
"9651",1987,95
"9652",2000,92
"9653",1977,87
"9654",1999,141
"9655",1970,71
"9656",2004,90
"9657",1993,4
"9658",1903,1
"9659",1932,7
"9660",2003,101
"9661",1976,88
"9662",1943,73
"9663",1997,96
"9664",1980,120
"9665",1997,96
"9666",1940,7
"9667",1984,100
"9668",1947,99
"9669",1964,154
"9670",1970,103
"9671",1947,58
"9672",1944,56
"9673",1978,99
"9674",1977,146
"9675",1975,123
"9676",1999,87
"9677",1972,90
"9678",1995,100
"9679",1974,87
"9680",1974,109
"9681",2004,140
"9682",1981,110
"9683",2003,70
"9684",1999,25
"9685",1983,116
"9686",2004,105
"9687",1958,51
"9688",1970,81
"9689",1974,97
"9690",1981,99
"9691",1973,162
"9692",1967,78
"9693",1927,90
"9694",2002,113
"9695",1998,96
"9696",1952,75
"9697",1957,75
"9698",1949,86
"9699",1998,77
"9700",1990,103
"9701",1955,83
"9702",1981,95
"9703",1958,83
"9704",1987,84
"9705",1942,94
"9706",2001,88
"9707",1996,90
"9708",2001,3
"9709",1977,95
"9710",1949,94
"9711",2002,105
"9712",1939,7
"9713",2000,9
"9714",1943,8
"9715",1994,97
"9716",2003,29
"9717",1999,10
"9718",1983,74
"9719",1970,23
"9720",2000,84
"9721",2005,90
"9722",1998,13
"9723",1937,7
"9724",1995,8
"9725",1951,7
"9726",1948,20
"9727",2003,7
"9728",1931,30
"9729",1994,25
"9730",1999,93
"9731",2001,112
"9732",1985,115
"9733",1967,81
"9734",1984,105
"9735",1967,89
"9736",2000,87
"9737",1985,103
"9738",1991,88
"9739",2000,100
"9740",1979,110
"9741",1955,86
"9742",1933,65
"9743",1931,95
"9744",1980,97
"9745",1955,98
"9746",1979,100
"9747",1989,98
"9748",1993,101
"9749",2002,96
"9750",2002,117
"9751",1989,75
"9752",2002,106
"9753",2004,12
"9754",1954,102
"9755",1998,103
"9756",1992,89
"9757",1977,119
"9758",1957,85
"9759",1938,62
"9760",1939,79
"9761",1963,104
"9762",2004,14
"9763",1941,6
"9764",1974,88
"9765",1946,62
"9766",1933,70
"9767",1910,16
"9768",1953,68
"9769",1972,100
"9770",1980,27
"9771",1988,87
"9772",1990,84
"9773",1991,90
"9774",1977,85
"9775",1999,85
"9776",1997,115
"9777",1969,98
"9778",1955,60
"9779",2002,102
"9780",1972,87
"9781",1996,11
"9782",2000,104
"9783",1912,13
"9784",1999,93
"9785",1927,70
"9786",2005,35
"9787",1930,70
"9788",1975,106
"9789",1979,90
"9790",1977,90
"9791",1986,119
"9792",2003,22
"9793",1984,93
"9794",1993,92
"9795",1995,92
"9796",1963,90
"9797",2001,90
"9798",1991,92
"9799",1996,101
"9800",1999,64
"9801",1999,31
"9802",1961,107
"9803",2001,115
"9804",1980,93
"9805",1990,115
"9806",2004,98
"9807",1997,52
"9808",2000,45
"9809",1993,30
"9810",1965,6
"9811",1963,6
"9812",1999,103
"9813",1990,95
"9814",1999,101
"9815",1987,91
"9816",1999,90
"9817",1989,95
"9818",1988,109
"9819",1949,84
"9820",1999,82
"9821",2000,94
"9822",1968,6
"9823",1932,25
"9824",1984,55
"9825",2003,102
"9826",1976,96
"9827",1999,91
"9828",1943,79
"9829",1936,88
"9830",1951,76
"9831",1990,101
"9832",1958,99
"9833",1997,30
"9834",1957,97
"9835",1942,95
"9836",1987,89
"9837",1959,6
"9838",1983,34
"9839",1989,94
"9840",1994,99
"9841",1990,86
"9842",1991,82
"9843",1937,65
"9844",1931,7
"9845",1935,87
"9846",1934,8
"9847",1945,78
"9848",1979,122
"9849",1962,151
"9850",1953,83
"9851",1977,90
"9852",1945,74
"9853",2001,48
"9854",1974,131
"9855",1929,83
"9856",1935,75
"9857",1949,67
"9858",1997,99
"9859",1986,87
"9860",1996,95
"9861",2000,99
"9862",2001,15
"9863",1973,90
"9864",1935,10
"9865",1947,68
"9866",2003,2
"9867",2002,10
"9868",1977,90
"9869",1976,86
"9870",1993,98
"9871",2000,91
"9872",2001,118
"9873",1971,129
"9874",1967,96
"9875",1967,99
"9876",1996,101
"9877",1993,5
"9878",1944,71
"9879",1947,7
"9880",1987,90
"9881",2000,1
"9882",1956,6
"9883",1942,8
"9884",1978,47
"9885",1967,125
"9886",2004,76
"9887",1982,80
"9888",1975,165
"9889",1961,110
"9890",1970,111
"9891",1976,105
"9892",1988,159
"9893",1968,144
"9894",1998,95
"9895",1955,94
"9896",1998,55
"9897",1934,62
"9898",2000,90
"9899",1973,166
"9900",1998,10
"9901",1982,100
"9902",1974,94
"9903",1988,105
"9904",2000,121
"9905",1997,83
"9906",2004,14
"9907",1941,102
"9908",2001,5
"9909",1988,100
"9910",2004,90
"9911",1998,92
"9912",1981,90
"9913",2002,9
"9914",1977,119
"9915",1981,114
"9916",1997,90
"9917",2005,105
"9918",1999,98
"9919",2000,89
"9920",2005,93
"9921",2003,120
"9922",1974,87
"9923",1975,141
"9924",1990,38
"9925",1994,102
"9926",2003,81
"9927",1984,114
"9928",1935,6
"9929",2001,90
"9930",1950,13
"9931",2001,98
"9932",2002,134
"9933",2000,94
"9934",2001,3
"9935",1989,86
"9936",1961,66
"9937",1986,77
"9938",1981,92
"9939",1933,91
"9940",1984,88
"9941",1956,158
"9942",2003,135
"9943",2001,160
"9944",1975,165
"9945",2004,96
"9946",1997,115
"9947",2002,65
"9948",1998,13
"9949",1974,124
"9950",1985,113
"9951",1988,92
"9952",1974,130
"9953",1981,108
"9954",1970,83
"9955",1974,92
"9956",1972,92
"9957",1987,98
"9958",1988,143
"9959",2003,105
"9960",1987,90
"9961",1951,7
"9962",2001,99
"9963",1998,101
"9964",2003,90
"9965",1971,100
"9966",1989,105
"9967",1971,90
"9968",1981,131
"9969",1977,87
"9970",2000,94
"9971",1974,98
"9972",1999,96
"9973",1958,109
"9974",1963,106
"9975",1983,110
"9976",1987,52
"9977",1970,98
"9978",1986,89
"9979",2003,87
"9980",1910,17
"9981",1938,69
"9982",1971,28
"9983",1997,72
"9984",2001,81
"9985",2003,96
"9986",1936,9
"9987",1962,9
"9988",1947,90
"9989",1944,93
"9990",1981,90
"9991",1931,9
"9992",1998,95
"9993",1983,93
"9994",2002,3
"9995",1966,89
"9996",1989,97
"9997",1959,7
"9998",1945,102
"9999",1940,67
"10000",2004,118
"10001",1963,29
"10002",2004,98
"10003",1990,58
"10004",1973,28
"10005",1992,120
"10006",1933,78
"10007",1974,100
"10008",1971,91
"10009",1966,10
"10010",1997,38
"10011",1944,137
"10012",2000,83
"10013",1997,88
"10014",2004,135
"10015",1968,94
"10016",1999,11
"10017",1985,40
"10018",2002,74
"10019",1999,14
"10020",2004,106
"10021",1934,103
"10022",1981,100
"10023",1980,90
"10024",1968,100
"10025",2002,6
"10026",1998,83
"10027",1983,127
"10028",2000,15
"10029",1991,51
"10030",1987,120
"10031",2000,96
"10032",1996,123
"10033",2001,102
"10034",2001,105
"10035",1983,102
"10036",2002,98
"10037",1967,105
"10038",1996,108
"10039",1976,58
"10040",1950,7
"10041",2004,87
"10042",1940,63
"10043",2005,102
"10044",1972,134
"10045",1975,102
"10046",1996,98
"10047",2001,2
"10048",1994,90
"10049",1972,110
"10050",2000,120
"10051",2001,87
"10052",1998,105
"10053",2003,143
"10054",1990,122
"10055",1934,76
"10056",2000,14
"10057",1941,21
"10058",2004,84
"10059",1932,109
"10060",1962,207
"10061",1994,106
"10062",1928,63
"10063",1999,92
"10064",1982,91
"10065",1980,74
"10066",1989,139
"10067",1985,91
"10068",1995,97
"10069",1992,123
"10070",1988,88
"10071",1973,99
"10072",1953,95
"10073",1970,90
"10074",2003,98
"10075",2002,100
"10076",1988,88
"10077",1978,110
"10078",1982,82
"10079",1972,84
"10080",1971,55
"10081",1997,95
"10082",2003,10
"10083",2000,90
"10084",1980,101
"10085",1968,100
"10086",2003,9
"10087",1996,93
"10088",1983,84
"10089",2003,83
"10090",1986,120
"10091",2002,135
"10092",1999,126
"10093",1991,90
"10094",1961,92
"10095",2004,93
"10096",2001,110
"10097",2003,86
"10098",2000,102
"10099",1998,95
"10100",1997,90
"10101",2004,115
"10102",1951,113
"10103",2003,3
"10104",1998,95
"10105",1956,98
"10106",1965,100
"10107",1990,91
"10108",1962,85
"10109",1985,6
"10110",1993,24
"10111",1964,92
"10112",1995,90
"10113",1991,98
"10114",1931,131
"10115",1960,147
"10116",1952,84
"10117",1991,97
"10118",1965,102
"10119",2003,30
"10120",1996,100
"10121",1987,106
"10122",1979,90
"10123",1962,92
"10124",1998,85
"10125",1950,74
"10126",1977,94
"10127",1977,95
"10128",1946,90
"10129",1973,117
"10130",1938,8
"10131",2004,95
"10132",1960,91
"10133",1955,9
"10134",1997,87
"10135",2002,40
"10136",1986,112
"10137",1995,52
"10138",2002,54
"10139",1951,10
"10140",2002,93
"10141",1955,119
"10142",1977,100
"10143",1989,108
"10144",1985,90
"10145",1968,103
"10146",1973,122
"10147",1997,94
"10148",1969,95
"10149",1991,100
"10150",1999,110
"10151",1964,111
"10152",1989,93
"10153",1960,100
"10154",1973,21
"10155",1975,92
"10156",1972,150
"10157",1925,113
"10158",1994,112
"10159",1951,86
"10160",1960,100
"10161",1995,103
"10162",1978,102
"10163",1983,97
"10164",1980,106
"10165",1925,60
"10166",1998,87
"10167",1990,95
"10168",2000,98
"10169",1943,88
"10170",1995,20
"10171",1995,70
"10172",2004,8
"10173",2002,91
"10174",1990,93
"10175",1935,67
"10176",1945,68
"10177",2000,95
"10178",1934,63
"10179",1933,63
"10180",1997,88
"10181",1926,20
"10182",1940,9
"10183",1964,135
"10184",1966,90
"10185",1960,88
"10186",1959,9
"10187",1972,69
"10188",1928,71
"10189",1970,13
"10190",1970,14
"10191",1998,62
"10192",1996,40
"10193",1961,101
"10194",1981,96
"10195",1975,131
"10196",1967,82
"10197",1998,17
"10198",2000,38
"10199",1994,90
"10200",1939,74
"10201",1931,60
"10202",1972,94
"10203",1955,88
"10204",1984,107
"10205",2001,89
"10206",1938,110
"10207",2004,88
"10208",1999,90
"10209",2000,74
"10210",1941,119
"10211",1994,65
"10212",1996,102
"10213",2004,59
"10214",1989,87
"10215",2000,99
"10216",2003,97
"10217",1999,107
"10218",1974,105
"10219",1949,91
"10220",1980,150
"10221",1953,87
"10222",1930,90
"10223",1984,85
"10224",1996,111
"10225",1984,93
"10226",1989,87
"10227",1990,251
"10228",1931,87
"10229",1985,86
"10230",2000,78
"10231",2004,3
"10232",2003,90
"10233",1918,12
"10234",1991,112
"10235",1994,116
"10236",1931,83
"10237",1953,90
"10238",1965,84
"10239",1943,75
"10240",1998,95
"10241",2002,108
"10242",1940,101
"10243",1986,85
"10244",1998,114
"10245",1953,81
"10246",1983,95
"10247",1959,81
"10248",2002,116
"10249",1957,22
"10250",1991,129
"10251",1997,97
"10252",1992,132
"10253",1938,11
"10254",1941,74
"10255",1955,70
"10256",1986,92
"10257",1991,85
"10258",1960,76
"10259",1979,104
"10260",2003,87
"10261",2000,100
"10262",1991,87
"10263",1999,156
"10264",2003,110
"10265",1985,135
"10266",1998,88
"10267",2002,113
"10268",1976,156
"10269",1998,112
"10270",2002,95
"10271",2000,82
"10272",1916,78
"10273",1967,90
"10274",2002,93
"10275",2000,115
"10276",1979,102
"10277",2001,55
"10278",1998,95
"10279",1992,107
"10280",1934,73
"10281",1982,97
"10282",1967,100
"10283",1975,110
"10284",1969,118
"10285",1986,98
"10286",2004,90
"10287",1943,66
"10288",1996,52
"10289",1999,90
"10290",1987,98
"10291",1997,98
"10292",1996,96
"10293",1999,27
"10294",1996,85
"10295",1981,110
"10296",2004,81
"10297",1988,108
"10298",1915,4
"10299",1965,92
"10300",2002,22
"10301",2000,6
"10302",2001,20
"10303",1984,100
"10304",1952,105
"10305",1964,75
"10306",1986,90
"10307",1981,118
"10308",1996,114
"10309",1925,70
"10310",2000,60
"10311",1983,98
"10312",1992,98
"10313",1991,110
"10314",1972,85
"10315",1982,84
"10316",1973,95
"10317",1982,98
"10318",1990,99
"10319",1994,87
"10320",2004,50
"10321",1978,94
"10322",1986,76
"10323",1994,102
"10324",1991,100
"10325",1998,96
"10326",1971,125
"10327",1960,110
"10328",1992,80
"10329",2002,82
"10330",2003,85
"10331",1970,75
"10332",1961,99
"10333",1943,91
"10334",1946,78
"10335",1974,95
"10336",1998,91
"10337",2003,79
"10338",1944,99
"10339",1977,100
"10340",1954,7
"10341",1963,6
"10342",1988,60
"10343",2003,93
"10344",1971,93
"10345",1949,63
"10346",1998,104
"10347",2001,5
"10348",1999,8
"10349",1936,6
"10350",1994,107
"10351",1999,85
"10352",1988,124
"10353",1994,79
"10354",1930,18
"10355",2002,78
"10356",2003,6
"10357",1933,78
"10358",1994,141
"10359",1991,92
"10360",1931,61
"10361",1997,26
"10362",2004,95
"10363",2003,90
"10364",2004,90
"10365",1989,92
"10366",1912,88
"10367",1917,125
"10368",1934,100
"10369",1963,320
"10370",1973,89
"10371",1975,94
"10372",1978,110
"10373",1998,92
"10374",1994,92
"10375",1999,32
"10376",1997,91
"10377",2000,91
"10378",1990,79
"10379",1994,119
"10380",1993,112
"10381",1994,90
"10382",1988,30
"10383",2004,73
"10384",2004,12
"10385",1991,103
